cr,slice,sect,x,y,z,vol
121,3,2,-185.85291,-150.43413,151.89056,12240.00000
121,3,3,-199.62634,-132.28865,150.84113,12445.00000
121,3,4,-215.38103,-128.62811,130.86465,13692.00000
121,3,5,-215.73015,-146.16362,111.09748,13177.00000
121,4,0,-213.37392,-174.52116,120.08527,13444.00000
121,4,1,-197.67296,-177.15479,141.13645,14582.00000
121,4,2,-197.63007,-159.74924,160.31884,12830.00000
121,4,3,-212.07636,-140.56377,159.35342,13282.00000
121,4,4,-228.26919,-136.75913,138.89231,14896.00000
121,4,5,-228.53345,-154.71487,118.76383,13924.00000
121,5,0,-225.43599,-183.67059,128.13049,13588.00000
121,5,1,-209.54712,-186.44744,149.21104,15226.00000
121,5,2,-209.67584,-168.89674,168.38821,12867.00000
121,5,3,-224.52525,-149.09825,167.46722,13492.00000
121,5,4,-240.79908,-145.26425,146.86255,15370.00000
121,5,5,-241.04418,-163.25938,126.77222,14057.00000
122,0,0,-179.31233,-148.45541,67.63358,6312.00000
122,0,1,-190.48039,-134.37715,65.97450,6431.00000
122,0,2,-198.11980,-130.11909,48.67260,6425.00000
122,0,3,-193.84887,-140.72391,33.73803,6418.00000
122,0,4,-182.09499,-155.62561,35.37901,6447.00000
122,0,5,-175.09344,-159.15075,52.12794,6304.00000
122,1,0,-186.50100,-155.76016,73.20802,6498.00000
122,1,1,-199.85472,-138.88825,71.30060,6582.00000
122,1,2,-208.97372,-133.82657,50.58616,6607.00000
122,1,3,-203.84968,-146.54999,32.67362,6575.00000
122,1,4,-189.74920,-164.42388,34.58397,6611.00000
122,1,5,-181.44653,-168.58163,54.66055,6553.00000
122,2,0,-196.81095,-163.93962,76.37327,9830.00000
122,2,1,-210.50552,-146.64050,74.41129,9913.00000
122,2,2,-219.79670,-141.49323,53.29857,9904.00000
122,2,3,-214.55123,-154.52236,34.96287,9904.00000
122,2,4,-200.10507,-172.78956,36.92222,9948.00000
122,2,5,-191.65605,-177.05870,57.39412,9820.00000
122,3,0,-208.69993,-173.92011,81.11115,12624.00000
122,3,1,-223.42484,-155.31104,79.01573,12691.00000
122,3,2,-233.42792,-149.76415,56.38662,12778.00000
122,3,3,-227.77672,-163.78815,36.63640,12757.00000
122,3,4,-212.24106,-183.37303,38.93871,12667.00000
122,3,5,-203.11746,-188.06855,60.75976,12698.00000
122,4,0,-221.65642,-184.45288,85.24746,13637.00000
122,4,1,-237.06678,-164.96740,83.04130,13632.00000
122,4,2,-247.47127,-159.12192,59.82421,13999.00000
122,4,3,-241.56441,-173.80635,39.02685,14094.00000
122,4,4,-225.45758,-194.03487,41.73332,13520.00000
122,4,5,-215.79798,-199.12001,64.35740,13875.00000
122,5,0,-234.75111,-194.92830,88.77140,13851.00000
122,5,1,-250.62498,-174.86591,86.50796,13774.00000
122,5,2,-261.11479,-168.84820,63.31385,14555.00000
122,5,3,-255.04145,-183.92965,41.98927,14685.00000
122,5,4,-238.84030,-204.25230,44.85980,13628.00000
122,5,5,-228.89635,-209.52050,68.08329,14181.00000
123,0,0,-105.87115,-215.07560,36.02792,6485.00000
123,0,1,-88.07781,-222.36283,38.55825,6593.00000
123,0,2,-80.33136,-221.19860,56.33114,6427.00000
123,0,3,-89.66750,-213.50464,70.03528,5882.00000
123,0,4,-105.12752,-207.01552,68.38079,6079.00000
123,0,5,-114.36873,-207.25890,51.53611,6508.00000
123,1,0,-111.91508,-224.99882,35.27087,6676.00000
123,1,1,-90.58085,-233.72950,38.30766,6775.00000
123,1,2,-81.34101,-232.33715,59.59295,6624.00000
123,1,3,-92.52797,-223.09531,76.01397,6022.00000
123,1,4,-111.08410,-215.32224,74.04974,6217.00000
123,1,5,-122.08339,-215.64149,53.87880,6740.00000
123,2,0,-117.53310,-237.02605,37.93054,10082.00000
123,2,1,-95.72052,-245.96270,40.98955,10198.00000
123,2,2,-86.26311,-244.55336,62.69508,9947.00000
123,2,3,-97.71605,-235.09569,79.49225,9054.00000
123,2,4,-116.71853,-227.13222,77.52766,9362.00000
123,2,5,-127.94846,-227.45698,56.94263,10142.00000
123,3,0,-124.74994,-251.42405,40.07903,13026.00000
123,3,1,-101.27953,-261.03006,43.38422,13123.00000
123,3,2,-91.11588,-259.53040,66.65184,12760.00000
123,3,3,-103.44580,-249.33916,84.78305,11656.00000
123,3,4,-123.91916,-240.78937,82.53707,11964.00000
123,3,5,-135.95629,-241.11593,60.54014,13076.00000
123,4,0,-132.06719,-266.71051,43.06463,14312.00000
123,4,1,-107.59339,-276.73579,46.51660,14344.00000
123,4,2,-96.98033,-275.20450,70.67005,13895.00000
123,4,3,-109.74967,-264.62051,89.48151,12676.00000
123,4,4,-131.34561,-255.65052,86.98040,12813.00000
123,4,5,-143.79617,-255.94396,64.41877,14329.00000
123,5,0,-139.02846,-281.93770,46.58899,14802.00000
123,5,1,-114.15445,-292.13302,50.09050,14824.00000
123,5,2,-103.36293,-290.61119,74.54004,14325.00000
123,5,3,-116.22279,-279.95595,93.58650,12919.00000
123,5,4,-138.57928,-270.68072,90.92558,13009.00000
123,5,5,-151.04289,-270.95561,68.31934,14851.00000
124,0,0,-128.52376,-204.64624,19.14046,6313.00000
124,0,1,-137.39441,-196.58429,34.51345,6554.00000
124,0,2,-152.96798,-184.79853,33.37329,6243.00000
124,0,3,-159.37393,-181.25033,17.67818,6268.00000
124,0,4,-151.41784,-188.68611,1.48543,6951.00000
124,0,5,-135.26761,-200.92614,2.76321,6795.00000
124,1,0,-132.19221,-215.67257,20.15795,6521.00000
124,1,1,-142.75608,-206.07898,38.57320,6701.00000
124,1,2,-161.35216,-191.99245,37.24518,6457.00000
124,1,3,-169.03877,-187.73774,18.37470,6441.00000
124,1,4,-159.50797,-196.64869,-1.03295,7124.00000
124,1,5,-140.21341,-211.28862,0.48148,6940.00000
124,2,0,-139.99801,-226.68770,21.19799,9814.00000
124,2,1,-150.77338,-216.89694,40.00060,10131.00000
124,2,2,-169.72177,-202.51711,38.67100,9690.00000
124,2,3,-177.56315,-198.20634,19.35953,9703.00000
124,2,4,-167.84840,-207.29401,-0.53093,10718.00000
124,2,5,-148.10629,-222.24118,1.02899,10440.00000
124,3,0,-148.47170,-240.49284,22.48925,12575.00000
124,3,1,-159.90084,-230.03502,42.81240,13132.00000
124,3,2,-180.09258,-214.75982,41.07746,12240.00000
124,3,3,-188.64837,-209.99105,20.48319,12445.00000
124,3,4,-178.22838,-219.75803,-0.88733,13692.00000
124,3,5,-157.19613,-235.65761,0.90288,13177.00000
124,4,0,-158.26711,-254.52332,23.99878,13444.00000
124,4,1,-169.87601,-243.88290,45.17951,14582.00000
124,4,2,-190.48963,-228.34926,43.01053,12830.00000
124,4,3,-199.61533,-223.21486,21.37563,13282.00000
124,4,4,-188.97722,-233.21283,-0.58368,14896.00000
124,4,5,-167.50198,-249.41995,1.35989,13924.00000
124,5,0,-168.47718,-268.21672,25.47405,13588.00000
124,5,1,-180.00447,-257.56054,46.87788,15226.00000
124,5,2,-200.71476,-242.02781,44.50593,12867.00000
124,5,3,-210.17456,-236.68268,22.25116,13492.00000
124,5,4,-199.44887,-246.72785,0.15717,15370.00000
124,5,5,-177.99129,-262.94786,2.15456,14057.00000
125,0,0,-103.13507,-219.29089,6.39398,6312.00000
125,0,1,-109.22380,-216.00291,-10.27312,6431.00000
125,0,2,-97.94108,-219.78339,-25.57852,6425.00000
125,0,3,-80.72636,-226.88343,-22.93517,6418.00000
125,0,4,-74.20734,-230.42098,-5.38822,6447.00000
125,0,5,-85.41692,-226.56219,8.80437,6304.00000
125,1,0,-109.52440,-228.75923,8.76836,6498.00000
125,1,1,-116.88043,-224.78939,-11.15023,6582.00000
125,1,2,-103.35355,-229.32550,-29.43443,6607.00000
125,1,3,-82.70475,-237.84336,-26.26057,6575.00000
125,1,4,-74.83323,-242.09207,-5.23829,6611.00000
125,1,5,-88.32127,-237.47306,11.67407,6553.00000
125,2,0,-114.88762,-241.18590,8.59187,9830.00000
125,2,1,-122.42548,-237.11804,-11.83564,9913.00000
125,2,2,-108.63477,-241.74823,-30.46209,9904.00000
125,2,3,-87.49694,-250.47096,-27.20983,9904.00000
125,2,4,-79.44373,-254.78959,-5.69899,9948.00000
125,2,5,-93.19829,-250.11298,11.55359,9820.00000
125,3,0,-121.92181,-255.79886,9.21428,12624.00000
125,3,1,-130.04112,-251.41685,-12.74901,12691.00000
125,3,2,-115.28459,-256.38555,-32.76059,12778.00000
125,3,3,-92.51777,-265.77274,-29.26309,12757.00000
125,3,4,-84.04270,-270.34795,-6.07980,12667.00000
125,3,5,-98.62472,-265.39736,12.47559,12698.00000
125,4,0,-128.74930,-271.58822,9.22041,13637.00000
125,4,1,-137.23700,-266.99615,-13.77746,13632.00000
125,4,2,-122.18783,-272.06785,-34.49598,13999.00000
125,4,3,-98.24947,-281.91803,-30.89288,14094.00000
125,4,4,-89.76188,-286.56483,-6.76164,13520.00000
125,4,5,-104.75244,-281.46765,12.74008,13875.00000
125,5,0,-135.10330,-287.49722,8.82796,13851.00000
125,5,1,-143.85241,-282.77287,-14.85190,13774.00000
125,5,2,-128.89486,-287.76615,-35.72183,14555.00000
125,5,3,-104.33755,-297.87405,-32.00127,14685.00000
125,5,4,-95.93669,-302.51166,-7.67750,13628.00000
125,5,5,-111.30256,-297.29777,12.38919,14181.00000
126,0,0,-30.83806,-226.42066,80.91300,6485.00000
126,0,1,-24.19772,-220.20848,98.04262,6593.00000
126,0,2,-36.98526,-212.19693,110.27097,6427.00000
126,0,3,-54.59771,-210.70156,105.60948,5882.00000
126,0,4,-60.88224,-215.91384,90.87194,6079.00000
126,0,5,-49.72786,-224.07507,77.52366,6508.00000
126,1,0,-30.59660,-237.90513,82.81589,6676.00000
126,1,1,-22.63881,-230.45128,103.35147,6775.00000
126,1,2,-37.96862,-220.88202,117.97347,6624.00000
126,1,3,-59.07745,-219.07306,112.37393,6022.00000
126,1,4,-66.63644,-225.33837,94.70429,6217.00000
126,1,5,-53.24602,-235.08939,78.78048,6740.00000
126,2,0,-32.76751,-250.29439,87.82427,10082.00000
126,2,1,-24.58852,-242.68671,108.80610,10198.00000
126,2,2,-40.20426,-232.91390,123.74597,9947.00000
126,2,3,-61.80150,-231.06662,118.00933,9054.00000
126,2,4,-69.58458,-237.47435,99.93351,9362.00000
126,2,5,-55.92148,-247.42786,83.67903,10142.00000
126,3,0,-34.65210,-265.56692,93.03958,13026.00000
126,3,1,-25.86566,-257.37190,115.61612,13123.00000
126,3,2,-42.59231,-246.88773,131.65458,12760.00000
126,3,3,-65.88765,-244.88611,125.49427,11656.00000
126,3,4,-74.15229,-251.82830,105.98008,11964.00000
126,3,5,-59.57164,-262.47272,88.57421,13076.00000
126,4,0,-37.13460,-281.47492,99.11446,14312.00000
126,4,1,-27.97559,-272.93541,122.66394,14344.00000
126,4,2,-45.30789,-262.03128,139.36911,13895.00000
126,4,3,-69.46981,-259.93181,132.98620,12676.00000
126,4,4,-78.06052,-267.30746,112.37309,12813.00000
126,4,5,-63.15740,-278.26075,94.42727,14329.00000
126,5,0,-39.95962,-297.04415,105.62339,14802.00000
126,5,1,-30.64344,-288.37046,129.55866,14824.00000
126,5,2,-48.16230,-277.32298,146.51730,14325.00000
126,5,3,-72.58480,-275.19915,140.13695,12919.00000
126,5,4,-81.41225,-282.85132,118.77241,13009.00000
126,5,5,-66.47888,-293.80437,100.78674,14851.00000
127,0,0,-27.42205,-235.11607,52.28052,6313.00000
127,0,1,-46.39757,-232.84070,48.43805,6554.00000
127,0,2,-54.29036,-234.05340,30.57821,6243.00000
127,0,3,-43.77300,-237.38447,17.22712,6268.00000
127,0,4,-24.58013,-239.87236,19.72494,6951.00000
127,0,5,-16.47590,-238.61671,38.29981,6795.00000
127,1,0,-27.54005,-245.69540,57.19343,6521.00000
127,1,1,-50.23170,-242.97808,52.67022,6701.00000
127,1,2,-59.68872,-244.41193,31.35083,6457.00000
127,1,3,-47.03482,-248.41566,15.31554,6441.00000
127,1,4,-24.03365,-251.39978,18.30541,7124.00000
127,1,5,-14.33733,-249.91389,40.50168,6940.00000
127,2,0,-29.39212,-258.91941,59.43858,9814.00000
127,2,1,-52.55568,-256.14157,54.83001,10131.00000
127,2,2,-62.21828,-257.57971,33.10088,9690.00000
127,2,3,-49.24933,-261.69388,16.73377,9703.00000
127,2,4,-25.70733,-264.75232,19.73587,10718.00000
127,2,5,-15.80203,-263.20623,42.43161,10440.00000
127,3,0,-31.16081,-274.65395,63.09212,12575.00000
127,3,1,-56.08151,-271.60618,58.32856,13132.00000
127,3,2,-66.08620,-273.21381,35.06120,12240.00000
127,3,3,-52.37166,-277.59555,17.37566,12445.00000
127,3,4,-27.08454,-280.89524,20.59169,13692.00000
127,3,5,-16.65075,-279.21406,44.81289,13177.00000
127,4,0,-33.62272,-291.38106,66.12953,13444.00000
127,4,1,-59.41585,-288.20635,61.52039,14582.00000
127,4,2,-69.26441,-289.94182,37.62660,12830.00000
127,4,3,-54.93980,-294.53890,18.88141,13282.00000
127,4,4,-28.99247,-297.94492,22.11793,14896.00000
127,4,5,-18.44712,-296.19360,46.88409,13924.00000
127,5,0,-36.29618,-308.12331,68.67525,13588.00000
127,5,1,-62.25653,-304.85720,64.20882,15226.00000
127,5,2,-71.96504,-306.68005,40.16241,12867.00000
127,5,3,-57.27335,-311.40731,20.79386,13492.00000
127,5,4,-31.16059,-314.80919,24.05591,15370.00000
127,5,5,-20.66754,-313.07243,48.84271,14057.00000
128,0,0,-2.56609,-231.45284,72.03618,6312.00000
128,0,1,8.99814,-234.89527,58.61628,6431.00000
128,0,2,28.01809,-232.37258,61.39558,6425.00000
128,0,3,34.27983,-226.37639,78.08632,6418.00000
128,0,4,22.16603,-222.73988,92.33198,6447.00000
128,0,5,4.14610,-225.29142,89.05376,6304.00000
128,1,0,-5.33740,-242.43454,74.83491,6498.00000
128,1,1,8.44152,-246.56895,58.72065,6582.00000
128,1,2,31.18733,-243.53933,62.08432,6607.00000
128,1,3,38.69565,-236.34772,82.10697,6575.00000
128,1,4,24.21018,-231.95954,99.22023,6611.00000
128,1,5,2.67880,-235.06799,95.21680,6553.00000
128,2,0,-4.80625,-255.30691,78.98669,9830.00000
128,2,1,9.32796,-259.54562,62.46677,9913.00000
128,2,2,32.50585,-256.45941,65.90595,9904.00000
128,2,3,40.18978,-249.09945,86.40618,9904.00000
128,2,4,25.36112,-244.58828,103.89850,9948.00000
128,2,5,3.40597,-247.78291,99.83951,9820.00000
128,3,0,-5.21807,-270.81017,83.77050,12624.00000
128,3,1,9.97094,-275.37072,65.99392,12691.00000
128,3,2,34.84650,-272.08894,69.64671,12778.00000
128,3,3,43.12576,-264.15658,91.71957,12757.00000
128,3,4,27.04316,-259.36583,110.39103,12667.00000
128,3,5,3.53398,-262.72606,106.21087,12698.00000
128,4,0,-4.75271,-287.14621,89.14042,13637.00000
128,4,1,11.15684,-291.90979,70.53330,13632.00000
128,4,2,36.80142,-288.60394,74.12262,13999.00000
128,4,3,45.56844,-280.25724,97.28564,14094.00000
128,4,4,28.66593,-275.39759,116.43342,13520.00000
128,4,5,4.11854,-278.79422,112.32200,13875.00000
128,5,0,-3.71329,-303.31725,94.71182,13851.00000
128,5,1,12.66485,-308.23128,75.54907,13774.00000
128,5,2,38.38934,-304.94325,78.96297,14555.00000
128,5,3,47.36213,-296.38008,102.73763,14685.00000
128,5,4,30.25121,-291.54578,121.90984,13628.00000
128,5,5,5.02353,-295.02639,117.73654,14181.00000
129,0,0,106.04632,-201.22671,83.82256,6485.00000
129,0,1,117.64929,-200.45738,68.30198,6593.00000
129,0,2,133.57970,-189.41384,69.52705,6427.00000
129,0,3,137.32159,-180.19573,84.86291,5882.00000
129,0,4,127.58685,-180.50125,98.61062,6079.00000
129,0,5,111.41990,-190.86657,99.23703,6508.00000
129,1,0,108.65374,-211.91488,87.63528,6676.00000
129,1,1,122.56452,-210.98554,69.02821,6775.00000
129,1,2,141.63199,-197.77351,70.52839,6624.00000
129,1,3,146.10399,-186.70883,88.90729,6022.00000
129,1,4,134.44488,-187.07957,105.41596,6217.00000
129,1,5,115.12180,-199.49324,106.10353,6740.00000
129,2,0,115.19104,-222.79559,92.34318,10082.00000
129,2,1,129.38288,-221.87342,73.29716,10198.00000
129,2,2,148.84376,-208.39785,74.79454,9947.00000
129,2,3,153.41286,-197.07942,93.60354,9054.00000
129,2,4,141.50847,-197.43637,110.53071,9362.00000
129,2,5,121.78658,-210.10558,111.23680,10142.00000
129,3,0,122.04037,-236.42037,97.95149,13026.00000
129,3,1,137.31648,-235.41400,77.46522,13123.00000
129,3,2,158.19205,-220.96959,79.04632,12760.00000
129,3,3,163.14385,-208.75635,99.31811,11656.00000
129,3,4,150.23176,-209.22100,117.49403,11964.00000
129,3,5,129.13444,-222.75404,118.28378,13076.00000
129,4,0,129.98026,-250.47465,103.91530,14312.00000
129,4,1,145.91826,-249.43021,82.55462,14344.00000
129,4,2,167.62227,-234.43682,84.13747,13895.00000
129,4,3,172.76199,-221.74897,105.15055,12676.00000
129,4,4,159.06323,-222.33591,124.25814,12813.00000
129,4,5,137.36857,-236.21568,125.16574,14329.00000
129,5,0,138.43010,-264.13405,109.81179,14802.00000
129,5,1,154.62647,-263.08061,88.09798,14824.00000
129,5,2,176.62704,-247.91135,89.65395,14325.00000
129,5,3,181.88530,-235.09379,110.86099,12919.00000
129,5,4,167.65312,-235.74071,130.60813,13009.00000
129,5,5,145.90937,-249.62796,131.50959,14851.00000
130,0,0,79.90119,-207.00944,97.60990,6313.00000
130,0,1,84.91852,-196.62208,113.32428,6554.00000
130,0,2,72.78905,-192.27472,128.04558,6243.00000
130,0,3,56.47561,-198.01955,127.13386,6268.00000
130,0,4,50.18699,-208.52548,111.93933,6951.00000
130,0,5,62.85010,-213.00860,96.71342,6795.00000
130,1,0,85.25812,-217.09764,99.97728,6521.00000
130,1,1,91.32195,-204.68805,118.73857,6701.00000
130,1,2,76.85776,-199.47150,136.33354,6457.00000
130,1,3,57.25480,-206.38314,135.22238,6441.00000
130,1,4,49.71545,-218.97557,117.01559,7124.00000
130,1,5,64.84322,-224.35086,98.81785,6940.00000
130,2,0,89.27676,-228.52796,106.02243,9814.00000
130,2,1,95.47404,-215.85772,125.16830,10131.00000
130,2,2,80.74062,-210.51006,143.11037,9690.00000
130,2,3,60.71029,-217.61166,141.94594,9703.00000
130,2,4,52.94258,-230.49687,123.33878,10718.00000
130,2,5,68.41254,-235.96516,104.72749,10440.00000
130,3,0,94.73091,-242.42788,112.43310,12575.00000
130,3,1,101.56543,-228.76674,132.91929,13132.00000
130,3,2,85.63964,-223.24334,151.89056,12240.00000
130,3,3,64.12605,-230.73539,150.84113,12445.00000
130,3,4,55.77620,-244.58782,130.86465,13692.00000
130,3,5,72.34557,-250.33862,111.09748,13177.00000
130,4,0,100.04332,-256.86068,120.08527,13444.00000
130,4,1,107.39992,-242.74201,141.13645,14582.00000
130,4,2,90.85950,-237.32261,160.31884,12830.00000
130,4,3,68.14888,-245.13322,159.35342,13282.00000
130,4,4,59.52660,-259.35781,138.89231,14896.00000
130,4,5,76.52187,-265.15777,118.76383,13924.00000
130,5,0,105.01755,-271.15972,128.13049,13588.00000
130,5,1,112.56843,-256.90660,149.21104,15226.00000
130,5,2,95.83694,-251.60555,168.38821,12867.00000
130,5,3,72.41874,-259.61012,167.46722,13492.00000
130,5,4,63.74350,-273.90268,146.86255,15370.00000
130,5,5,80.78215,-279.69658,126.77222,14057.00000
131,0,0,85.77893,-216.41142,67.63358,6312.00000
131,0,1,68.93859,-222.68245,65.97450,6431.00000
131,0,2,62.52822,-228.63215,48.67260,6425.00000
131,0,3,73.93379,-227.84733,33.73803,6418.00000
131,0,4,91.73830,-221.27360,35.37901,6447.00000
131,0,5,97.25450,-215.70406,52.12794,6304.00000
131,1,0,90.50473,-225.50555,73.20802,6498.00000
131,1,1,70.33207,-232.99198,71.30060,6582.00000
131,1,2,62.70020,-240.10052,50.58616,6607.00000
131,1,3,76.38431,-239.15902,32.67362,6575.00000
131,1,4,97.74067,-231.27200,34.58397,6611.00000
131,1,5,104.26059,-224.66051,54.66055,6553.00000
131,2,0,95.09791,-237.83848,76.37327,9830.00000
131,2,1,74.41362,-245.51707,74.41129,9913.00000
131,2,2,66.64714,-252.76291,53.29857,9904.00000
131,2,3,80.65952,-251.80040,34.96287,9904.00000
131,2,4,102.49676,-243.70615,36.92222,9948.00000
131,2,5,109.16785,-236.98990,57.39412,9820.00000
131,3,0,100.91603,-252.22972,81.11115,12624.00000
131,3,1,78.66750,-260.48341,79.01573,12691.00000
131,3,2,70.30098,-268.28283,56.38662,12778.00000
131,3,3,85.38491,-267.24187,36.63640,12757.00000
131,3,4,108.81201,-258.51864,38.93871,12667.00000
131,3,5,116.09707,-251.29258,60.75976,12698.00000
131,4,0,106.92951,-267.80687,85.24746,13637.00000
131,4,1,83.63565,-276.44166,83.04130,13632.00000
131,4,2,74.86111,-284.53056,59.82421,13999.00000
131,4,3,90.65215,-283.45054,39.02685,14094.00000
131,4,4,114.86791,-274.38299,41.73332,13520.00000
131,4,5,122.68913,-266.76756,64.35740,13875.00000
131,5,0,112.84574,-283.49774,88.77140,13851.00000
131,5,1,88.85998,-292.39508,86.50796,13774.00000
131,5,2,79.89527,-300.51190,63.31385,14555.00000
131,5,3,96.11534,-299.39624,41.98927,14685.00000
131,5,4,120.44976,-290.26808,44.85980,13628.00000
131,5,5,128.53297,-282.43878,68.08329,14181.00000
132,0,0,171.83305,-167.15147,36.02792,6485.00000
132,0,1,184.26206,-152.48088,38.55825,6593.00000
132,0,2,185.54859,-144.75380,56.33114,6427.00000
132,0,3,175.34617,-151.25543,70.03528,5882.00000
132,0,4,164.39726,-163.95354,68.38079,6079.00000
132,0,5,161.77303,-172.81766,51.53611,6508.00000
132,1,0,179.40291,-175.96604,35.27087,6676.00000
132,1,1,194.29892,-158.37390,38.30766,6775.00000
132,1,2,195.82999,-149.15603,59.59295,6624.00000
132,1,3,183.58351,-156.93958,76.01397,6022.00000
132,1,4,170.45673,-172.18550,74.04974,6217.00000
132,1,5,167.36139,-182.74511,53.87880,6740.00000
132,2,0,189.10543,-185.02571,37.93054,10082.00000
132,2,1,204.34514,-167.04228,40.98955,10198.00000
132,2,2,205.92728,-157.61224,62.69508,9947.00000
132,2,3,193.39335,-165.58205,79.49225,9054.00000
132,2,4,179.94756,-181.19364,77.52766,9362.00000
132,2,5,176.78618,-191.97430,56.94263,10142.00000
132,3,0,200.56862,-196.33855,40.07903,13026.00000
132,3,1,216.95722,-176.98528,43.38422,13123.00000
132,3,2,218.67170,-166.85565,66.65184,12760.00000
132,3,3,205.16910,-175.43284,84.78305,11656.00000
132,3,4,190.71117,-192.26214,82.53707,11964.00000
132,3,5,187.30207,-203.81104,60.54014,13076.00000
132,4,0,212.84575,-208.02144,43.06463,14312.00000
132,4,1,229.94317,-187.84345,46.51660,14344.00000
132,4,2,231.76645,-177.27663,70.67005,13895.00000
132,4,3,217.75453,-186.15037,89.48151,12676.00000
132,4,4,202.55006,-203.91746,86.98040,12813.00000
132,4,5,198.98171,-215.84932,64.41877,14329.00000
132,5,0,225.17652,-219.34746,46.58899,14802.00000
132,5,1,242.55934,-198.84140,50.09050,14824.00000
132,5,2,244.44675,-188.10778,74.54004,14325.00000
132,5,3,230.33910,-197.04558,93.58650,12919.00000
132,5,4,214.60930,-215.44167,90.92558,13009.00000
132,5,5,211.01928,-227.38021,68.31934,14851.00000
133,0,0,154.91410,-185.47254,19.14046,6313.00000
133,0,1,144.50555,-191.41775,34.51345,6554.00000
133,0,2,128.48413,-202.58711,33.37329,6243.00000
133,0,3,123.13005,-207.58307,17.67818,6268.00000
133,0,4,132.66046,-202.31416,1.48543,6951.00000
133,0,5,149.29212,-190.73675,2.76321,6795.00000
133,1,0,164.26716,-192.36877,20.15795,6521.00000
133,1,1,151.87869,-199.45103,38.57320,6701.00000
133,1,2,132.73511,-212.78397,37.24518,6457.00000
133,1,3,126.31335,-218.77960,18.37470,6441.00000
133,1,4,137.73334,-212.46890,-1.03295,7124.00000
133,1,5,157.61908,-198.64266,0.48148,6940.00000
133,2,0,172.33104,-203.19639,21.19799,9814.00000
133,2,1,159.68971,-210.41886,40.00060,10131.00000
133,2,2,140.15830,-223.99624,38.67100,9690.00000
133,2,3,133.63540,-230.12174,19.35953,9703.00000
133,2,4,145.28030,-223.69070,-0.53093,10718.00000
133,2,5,165.59655,-209.53377,1.02899,10440.00000
133,3,0,182.84200,-215.52136,22.48925,12575.00000
133,3,1,169.36422,-223.15947,42.81240,13132.00000
133,3,2,148.59706,-237.64267,41.07746,12240.00000
133,3,3,141.41780,-244.30609,20.48319,12445.00000
133,3,4,153.92671,-237.41424,-0.88733,13692.00000
133,3,5,175.54743,-222.32462,0.90288,13177.00000
133,4,0,193.15883,-229.17300,23.99878,13444.00000
133,4,1,179.45184,-236.92566,45.17951,14582.00000
133,4,2,158.30853,-251.73022,43.01053,12830.00000
133,4,3,150.60542,-258.82266,21.37563,13282.00000
133,4,4,163.40142,-251.79476,-0.58368,14896.00000
133,4,5,185.45152,-236.37886,1.35989,13924.00000
133,5,0,203.02695,-243.11485,25.47405,13588.00000
133,5,1,189.33019,-250.78502,46.87788,15226.00000
133,5,2,168.15787,-265.68180,44.50593,12867.00000
133,5,3,160.15110,-273.02687,22.25116,13492.00000
133,5,4,173.01904,-265.93026,0.15717,15370.00000
133,5,5,195.07595,-250.53514,2.15456,14057.00000
134,0,0,176.68753,-165.85190,6.39398,6312.00000
134,0,1,171.67895,-170.62659,-10.27312,6431.00000
134,0,2,178.76095,-161.06431,-25.57852,6425.00000
134,0,3,190.83312,-146.88617,-22.93517,6418.00000
134,0,4,196.21202,-141.77937,-5.38822,6447.00000
134,0,5,189.07815,-151.24790,8.80437,6304.00000
134,1,0,183.71804,-174.85439,8.76836,6498.00000
134,1,1,177.66936,-180.62365,-11.15023,6582.00000
134,1,2,186.16349,-169.16055,-29.43443,6607.00000
134,1,3,200.64528,-152.15453,-26.26057,6575.00000
134,1,4,207.11848,-145.98119,-5.23829,6611.00000
134,1,5,198.55751,-157.38174,11.67407,6553.00000
134,2,0,193.87919,-183.79517,8.59187,9830.00000
134,2,1,187.68110,-189.70707,-11.83564,9913.00000
134,2,2,196.34623,-178.02212,-30.46209,9904.00000
134,2,3,211.17398,-160.61432,-27.20983,9904.00000
134,2,4,217.76981,-154.28979,-5.69899,9948.00000
134,2,5,209.07171,-165.92601,11.55359,9820.00000
134,3,0,205.60325,-195.00073,9.21428,12624.00000
134,3,1,198.92671,-201.36854,-12.74901,12691.00000
134,3,2,208.21224,-188.86965,-32.76059,12778.00000
134,3,3,224.17531,-170.11792,-29.26309,12757.00000
134,3,4,231.14554,-163.47146,-6.07980,12667.00000
134,3,5,221.93115,-175.80998,12.47559,12698.00000
134,4,0,218.51002,-206.37324,9.22041,13637.00000
134,4,1,211.51986,-213.02650,-13.77746,13632.00000
134,4,2,220.99377,-200.28112,-34.49598,13999.00000
134,4,3,237.75921,-180.55825,-30.89288,14094.00000
134,4,4,244.80139,-173.92202,-6.76164,13520.00000
134,4,5,235.32134,-186.60377,12.74008,13875.00000
134,5,0,231.67688,-217.33239,8.82796,13851.00000
134,5,1,224.48014,-224.19339,-14.85190,13774.00000
134,5,2,233.85116,-211.51092,-35.72183,14555.00000
134,5,3,251.05297,-191.27904,-32.00127,14685.00000
134,5,4,258.05960,-184.72244,-7.67750,13628.00000
134,5,5,248.35258,-197.72508,12.38919,14181.00000
135,0,0,177.57828,46.77901,158.24635,6485.00000
135,0,1,189.53352,37.43457,146.16898,6593.00000
135,0,2,197.38823,47.62961,131.62240,6427.00000
135,0,3,193.54001,65.38543,129.60109,5882.00000
135,0,4,183.22486,73.97304,139.78484,6079.00000
